0,1491,-0,1491,-2,1500,1,1496
0,1500,-0,1496,-2,1509,-1,1500
0,1491,-0,1500,-2,1504,-1,1496
0,1500,-0,1496,-2,1500,1,1496
0,1500,-0,1504,-2,1504,-0,1500
0,1496,-0,1500,-2,1504,-0,1500
0,1500,-0,1500,-2,1504,1,1500
0,1496,-0,1500,-2,1504,-0,1500
0,1500,-0,1500,-2,1504,0,1500
0,1482,-1,1504,-2,1509,0,1482
0,1487,-1,1504,-2,1514,0,1487
0,1496,-1,1496,-2,1514,0,1482
0,1504,-0,1482,-2,1514,1,1482
0,1482,-1,1482,-2,1514,2,1482
0,1500,-1,1496,-2,1500,-2,1500
0,1482,-1,1486,-1,1514,-1,1482
0,1496,-1,1472,-2,1504,-0,1500
0,1500,-1,1500,-2,1504,1,1482
0,1491,-0,1434,-4,1500,1,1496
0,1496,0,1509,-5,1504,-1,1500
0,1500,1,1500,-3,1504,-2,1491
0,1496,1,1496,-2,1504,0,1500
0,1487,1,1486,-1,1514,0,1487
0,1482,1,1458,-0,1504,1,1473
0,1463,-0,1477,-1,1504,1,1463
0,1288,-3,1500,-1,1504,6,1227
0,1533,-20,1463,-0,1504,-4,1586
0,1668,-7,1434,-3,1504,1,1625
0,1533,2,1444,-6,1504,1,1528
0,1500,3,1500,-5,1496,2,1500
0,1500,4,1500,-3,1514,1,1500
0,1500,4,1496,-2,1504,-0,1500
0,1482,4,1472,-1,1504,-1,1468
0,1487,2,1430,-2,1504,0,1496
0,1500,3,1463,-4,1500,-1,1459
0,1454,-0,1496,-4,1500,1,1454
0,1533,-2,1463,-2,1504,-3,1533
0,1552,-0,1486,-3,1504,-5,1706
0,1798,18,1444,-5,1504,1,1673
0,1389,21,1500,-2,1504,2,1338
0,1352,5,1500,-1,1509,1,1357
0,1385,-7,1496,1,1504,-4,1422
0,1543,-11,1449,0,1504,-5,1552
0,1543,-9,1458,-3,1504,-2,1533
0,1596,-5,1504,-3,1500,0,1634
0,1615,5,1500,-1,1500,-0,1562
0,1477,8,1551,1,1504,4,1468
0,1459,6,1500,4,1500,5,1440
0,1389,1,1463,3,1504,1,1403
0,1482,-5,1425,-1,1514,-1,1514
0,1496,-6,1472,-5,1504,-0,1504
0,1514,-6,1504,-4,1500,-2,1524
0,1567,-3,1500,-4,1504,-2,1557
0,1528,0,1500,-3,1504,-0,1514
0,1500,2,1500,-2,1500,2,1500
0,1500,2,1500,-1,1504,0,1500
0,1436,2,1500,-0,1500,2,1315
0,1190,-18,1477,3,1504,-5,1362
0,1653,-19,1463,1,1496,-3,1644
0,1591,-5,1439,3,1500,6,1586
0,1576,3,1411,-3,1500,5,1572
0,1504,9,1467,-7,1504,6,1496
0,1459,10,1500,-8,1500,2,1450
0,1440,7,1504,-7,1504,1,1450
0,1436,3,1509,-5,1504,-0,1426
0,1459,-1,1561,-1,1504,-1,1477
0,1500,-2,1570,6,1504,-1,1496
0,1500,-2,1496,8,1514,1,1482
0,1487,-2,1500,9,1504,0,1496
0,1500,-1,1453,9,1504,-0,1500
0,1463,1,1406,2,1500,3,1468
0,1454,-1,1425,-7,1504,4,1468
0,1500,-3,1509,-11,1500,2,1496
0,1500,-2,1575,-8,1504,0,1496
0,1496,-1,1496,-5,1504,0,1496
0,1500,1,1514,-4,1500,1,1500
0,1496,2,1514,-2,1500,-2,1500
0,1500,3,1500,-1,1500,-3,1572
0,1788,16,1392,-3,1504,-3,1754
0,1380,24,1500,-6,1504,0,1343
0,1357,8,1496,-3,1504,0,1380
0,1380,-3,1500,-2,1496,-6,1371
0,1389,-15,1500,-2,1500,-3,1394
0,1514,-20,1453,-3,1500,-3,1548
0,1625,-15,1491,-6,1509,-2,1634
0,1596,-5,1518,-5,1504,4,1586
0,1533,1,1504,-2,1500,4,1514
0,1496,3,1500,-0,1500,6,1500
0,1519,4,1477,2,1504,4,1524
0,1500,6,1434,0,1500,1,1500
0,1500,7,1434,-3,1500,2,1500
0,1450,7,1491,-5,1509,1,1440
0,1431,2,1500,-4,1504,-1,1436
0,1482,-1,1509,-2,1509,0,1487
0,1500,-1,1477,-1,1509,-0,1500
0,1500,-1,1496,-1,1500,4,1496
0,1500,-1,1477,0,1504,1,1500
0,1500,-2,1458,-1,1504,5,1500
0,1519,-2,1467,-3,1504,1,1538
0,1524,0,1486,-4,1504,3,1500
0,1500,1,1500,-3,1504,-2,1500
1,1504,1,1496,-3,1509,2,1500
1,1487,0,1486,0,1514,0,1500
0,1500,1,1444,-1,1504,0,1500
0,1500,2,1434,-3,1500,-4,1500
0,1450,3,1458,-7,1504,-2,1440
0,1463,0,1504,-7,1509,-1,1496
0,1496,0,1556,-3,1504,1,1496
0,1496,0,1496,1,1504,-2,1487
0,1496,1,1458,2,1504,0,1500
0,1487,1,1444,0,1514,2,1487
0,1482,1,1449,-2,1514,1,1487
